DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2026
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Total"
"410790 FLORESTA";1;-;-;-;-;-;-;-;1;-;-;-;-;2
"410810 FLORIDA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"410820 FORMOSA DO OESTE";-;-;-;-;-;-;2;4;2;2;-;-;-;10
"410830 FOZ DO IGUACU";1;3;-;2;1;1;-;2;2;-;-;8;5;25
"410832 FRANCISCO ALVES";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"410840 FRANCISCO BELTRAO";1;1;-;1;1;-;-;1;-;-;1;1;-;7
"410855 GODOY MOREIRA";-;-;-;-;-;-;-;1;-;3;2;-;-;6
"410860 GOIOERE";1;-;-;-;-;-;1;-;1;-;-;-;-;3
"410870 GRANDES RIOS";1;-;-;-;-;-;-;1;-;-;4;-;-;6
"410880 GUAIRA";-;1;1;-;-;-;-;-;1;1;1;-;-;5
"410890 GUAIRACA";-;-;-;-;-;1;1;1;-;-;1;-;-;4
"410900 GUAPIRAMA";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"410910 GUAPOREMA";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"410940 GUARAPUAVA";13;-;-;-;-;-;-;-;-;1;-;-;-;14
"410960 GUARATUBA";2;1;1;-;-;-;-;-;-;-;-;-;-;4
"410980 IBIPORA";-;-;1;1;-;2;1;-;2;1;1;1;-;10
"410990 ICARAIMA";1;-;-;-;-;-;-;-;-;-;4;5;-;10
"411040 INDIANOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411060 IPORA";-;-;-;-;-;-;-;-;-;-;3;1;-;4
"411080 IRETAMA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"411095 ITAIPULANDIA";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"411100 ITAMBARACA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"411120 ITAPEJARA D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"411150 IVAIPORA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"411155 IVATE";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"411160 IVATUBA";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"411180 JACAREZINHO";1;-;-;-;2;2;2;4;3;11;23;14;3;65
"411190 JAGUAPITA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411200 JAGUARIAIVA";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"411210 JANDAIA DO SUL";-;1;-;-;-;1;-;1;-;1;1;-;-;5
"411220 JANIOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411260 JARDIM OLINDA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"411270 JATAIZINHO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"411280 JOAQUIM TAVORA";-;-;-;1;1;-;-;-;-;-;-;-;1;3
"411295 JURANDA";2;1;1;1;1;2;2;-;-;1;-;-;1;12
"411330 LARANJEIRAS DO SUL";-;1;1;1;1;1;1;1;1;1;-;-;-;9
"411340 LEOPOLIS";6;3;-;5;2;4;8;5;4;2;4;3;2;48
"411350 LOANDA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411370 LONDRINA";8;15;16;17;38;51;40;32;44;39;49;36;9;394
"411380 LUPIONOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411390 MALLET";1;-;-;-;-;-;-;-;-;1;-;-;-;2
"411400 MAMBORE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"411410 MANDAGUACU";1;4;1;-;1;-;-;-;-;-;1;1;-;9
"411420 MANDAGUARI";2;2;4;-;1;-;3;12;6;5;2;2;-;39
"411440 MANGUEIRINHA";2;3;1;1;-;-;-;2;1;-;-;-;1;11
"411450 MANOEL RIBAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411460 MARECHAL CANDIDO RONDON";1;-;3;1;-;1;5;-;-;6;13;25;6;61
"411480 MARIALVA";1;1;1;-;1;-;-;-;1;-;-;-;-;5
"411490 MARILANDIA DO SUL";-;-;1;-;-;-;-;-;-;-;-;1;-;2
"411500 MARILENA";2;1;-;1;-;-;-;-;-;1;-;-;-;5
"411510 MARILUZ";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"411520 MARINGA";2;-;-;1;-;2;6;8;8;5;16;42;20;110
"411540 MARMELEIRO";-;1;1;-;-;1;-;-;2;2;1;1;-;9
"411560 MATELANDIA";-;1;-;-;-;-;-;-;-;-;-;2;1;4
"411570 MATINHOS";3;3;3;1;2;1;-;2;-;1;-;-;-;16
"411585 MERCEDES";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411590 MIRADOR";-;-;-;1;-;-;3;-;-;-;-;-;-;4
"411600 MIRASELVA";1;-;-;-;-;-;-;-;-;-;2;6;-;9
"411605 MISSAL";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"411610 MOREIRA SALES";-;-;-;-;1;1;1;-;-;-;1;-;-;4
"411620 MORRETES";1;-;-;-;-;-;-;1;-;-;-;-;-;2
"411640 NOSSA SENHORA DAS GRACAS";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"411670 NOVA AURORA";1;5;3;2;1;5;5;2;2;2;3;7;-;38
"411690 NOVA ESPERANCA";-;-;-;1;-;-;-;-;-;-;1;-;-;2
"411705 NOVA LARANJEIRAS";-;-;-;-;-;-;-;-;2;-;-;-;-;2
"411710 NOVA LONDRINA";-;-;-;1;-;-;-;-;-;-;-;2;-;3
"411720 NOVA OLIMPIA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"411721 NOVA SANTA BARBARA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411722 NOVA SANTA ROSA";-;1;5;1;-;1;-;1;1;-;3;1;-;14
"411729 NOVO ITACOLOMI";1;-;3;1;1;-;-;-;-;-;-;1;-;7
"411730 ORTIGUEIRA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"411745 OURO VERDE DO OESTE";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"411750 PAICANDU";-;-;-;-;-;-;-;2;1;4;3;4;-;14
"411780 PALMITAL";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411810 PARANACITY";-;-;-;-;-;-;-;3;-;1;-;2;-;6
"411820 PARANAGUA";9;6;15;7;21;10;10;11;12;15;11;5;-;132
"411830 PARANAPOEMA";15;17;11;9;8;13;4;15;9;11;10;5;-;127
"411840 PARANAVAI";13;7;13;9;13;16;13;14;12;11;13;5;1;140
"411845 PATO BRAGADO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"411850 PATO BRANCO";8;6;10;6;11;2;6;4;7;7;5;3;-;75
"411885 PEROBAL";-;-;-;-;-;-;-;-;-;-;3;4;1;8
"411890 PEROLA";-;-;2;-;1;1;-;-;-;-;1;-;-;5
"411900 PEROLA D'OESTE";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411915 PINHAIS";-;-;1;-;-;-;1;1;-;-;-;-;-;3
"411930 PINHAO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"411960 PITANGA";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"411990 PONTA GROSSA";3;2;1;2;1;-;1;-;-;1;1;2;-;14
"411995 PONTAL DO PARANA";2;-;-;1;3;1;-;-;-;-;-;-;-;7
"412000 PORECATU";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"412035 PRANCHITA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"412050 PRIMEIRO DE MAIO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412060 PRUDENTOPOLIS";-;1;-;-;-;1;1;1;-;-;-;-;-;4
"412065 QUARTO CENTENARIO";-;-;-;1;-;1;1;-;-;-;-;-;-;3
"412085 QUATRO PONTES";-;-;1;-;-;-;1;1;-;-;-;-;-;3
"412100 QUERENCIA DO NORTE";-;1;-;-;1;-;-;-;1;-;2;1;-;6
"412130 RANCHO ALEGRE";-;-;-;-;-;-;-;-;-;5;2;-;-;7
"412135 RANCHO ALEGRE D'OESTE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"412140 REALEZA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"412160 RENASCENCA";-;-;-;-;-;-;-;-;-;1;4;6;1;12
"412180 RIBEIRAO CLARO";-;1;1;2;1;-;1;1;1;-;2;2;-;12
"412190 RIBEIRAO DO PINHAL";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412215 RIO BONITO DO IGUACU";-;-;-;-;-;-;-;-;-;-;-;2;1;3
"412240 ROLANDIA";-;-;-;-;-;-;-;-;-;-;6;25;17;48
"412265 ROSARIO DO IVAI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"412270 SABAUDIA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"412310 SANTA AMELIA";-;-;-;-;-;1;-;4;-;-;-;-;-;5
"412320 SANTA CECILIA DO PAVAO";1;1;1;-;-;-;-;1;-;-;-;-;-;4
"412330 SANTA CRUZ DE MONTE CASTELO";1;-;-;-;1;-;-;-;-;-;-;-;-;2
"412340 SANTA FE";1;1;3;-;1;-;-;-;-;-;-;-;-;6
"412350 SANTA HELENA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"412370 SANTA ISABEL DO IVAI";-;1;-;-;1;-;1;2;-;-;-;1;-;6
"412402 SANTA TEREZA DO OESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"412405 SANTA TEREZINHA DE ITAIPU";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"412410 SANTO ANTONIO DA PLATINA";-;-;1;1;1;1;7;1;8;2;11;10;5;48
"412440 SANTO ANTONIO DO SUDOESTE";-;1;-;1;1;-;-;-;-;-;-;-;-;3
"412450 SANTO INACIO";-;2;1;2;-;6;4;8;3;8;5;2;-;41
"412470 SAO JERONIMO DA SERRA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"412530 SAO JORGE DO IVAI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"412540 SAO JOSE DA BOA VISTA";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"412555 SAO MANOEL DO PARANA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"412570 SAO MIGUEL DO IGUACU";1;1;1;-;1;-;-;-;-;-;-;-;-;4
"412580 SAO PEDRO DO IVAI";1;2;-;-;-;-;-;-;1;1;-;1;-;6
"412600 SAO SEBASTIAO DA AMOREIRA";1;-;-;1;-;-;-;-;-;-;-;-;-;2
"412620 SAPOPEMA";-;1;1;-;-;1;2;1;-;-;-;-;-;6
"412625 SARANDI";-;-;-;-;-;-;-;1;-;-;3;-;-;4
"412640 SERTANEJA";3;6;5;9;6;18;8;5;-;-;1;-;-;61
"412650 SERTANOPOLIS";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"412665 SULINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412670 TAMBOARA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"412710 TELEMACO BORBA";2;-;1;-;-;1;1;-;-;-;-;-;-;5
"412720 TERRA BOA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"412730 TERRA RICA";-;-;1;-;-;-;1;-;-;1;1;3;1;8
"412770 TOLEDO";1;-;-;1;1;1;-;2;1;3;1;14;6;31
"412790 TUNEIRAS DO OESTE";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412795 TUPASSI";1;1;-;-;-;-;-;-;-;-;1;-;-;3
"412800 UBIRATA";-;-;-;-;-;-;3;1;-;5;-;-;-;9
"412810 UMUARAMA";-;-;-;1;-;-;-;-;-;1;1;-;-;3
"412830 UNIFLOR";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"412840 URAI";-;-;-;1;-;-;1;2;2;2;-;1;2;11
"412855 VERA CRUZ DO OESTE";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"412860 VERE";4;1;1;-;-;-;1;-;-;-;-;-;-;7
"412862 ALTO PARAISO";-;-;1;1;-;1;1;-;-;-;-;-;-;4
"412870 VITORINO";-;1;1;-;-;-;-;-;-;-;1;-;-;3
"412880 XAMBRE";1;-;1;-;1;-;-;-;1;-;-;1;1;6
"420010 ABELARDO LUZ";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420040 AGUA DOCE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"420130 ARAQUARI";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420200 BALNEARIO CAMBORIU";-;1;-;-;-;-;2;-;1;-;-;-;-;4
"420210 BARRA VELHA";-;1;-;1;-;1;2;-;1;-;2;-;-;8
"420240 BLUMENAU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"420245 BOMBINHAS";3;2;5;2;-;2;-;3;1;2;4;3;-;27
"420280 BRACO DO NORTE";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420290 BRUSQUE";-;-;-;-;-;-;-;1;-;1;1;-;-;3
"420300 CACADOR";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"420320 CAMBORIU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"420400 CATANDUVAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"420420 CHAPECO";-;-;1;-;2;-;-;-;-;-;-;2;-;5
"420430 CONCORDIA";-;-;-;-;-;-;-;-;1;2;-;-;-;3
"420460 CRICIUMA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420470 CUNHA PORA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"420490 DESCANSO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"420540 FLORIANOPOLIS";1;-;-;-;1;-;-;-;-;1;1;-;-;4
"420545 FORQUILHINHA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"420580 GARUVA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420590 GASPAR";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420620 GRAVATAL";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"420640 GUARACIABA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"420650 GUARAMIRIM";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"420820 ITAJAI";-;2;-;1;-;-;4;3;10;1;5;5;1;32
"420830 ITAPEMA";2;-;-;-;-;-;-;-;-;-;-;-;-;2
"420845 ITAPOA";2;-;-;-;-;1;1;-;-;1;8;4;-;17
"420890 JARAGUA DO SUL";1;-;2;-;-;1;2;-;2;-;-;-;-;8
"420900 JOACABA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"420910 JOINVILLE";3;2;1;1;1;-;1;-;4;1;3;2;-;19
"421050 MARAVILHA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421150 NOVA TRENTO";-;-;-;-;-;-;-;-;1;2;4;1;-;8
"421180 OURO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421190 PALHOCA";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"421223 PARAISO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"421310 PIRATUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"421350 PORTO BELO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"421480 RIO DO SUL";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421520 ROMELANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421610 SAO DOMINGOS";-;-;-;-;-;-;-;-;1;9;7;1;-;18
"421660 SAO JOSE";3;2;3;3;6;-;1;2;1;-;-;-;-;21
"421720 SAO MIGUEL DO OESTE";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"421730 SAUDADES";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"421750 SEARA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421800 TIJUCAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"421870 TUBARAO";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"421920 VIDAL RAMOS";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421950 XANXERE";-;-;-;1;2;-;-;-;1;-;-;-;-;4
"421970 XAXIM";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430010 AGUDO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430040 ALEGRETE";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"430050 ALPESTRE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430060 ALVORADA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"430064 AMETISTA DO SUL";-;-;-;-;1;2;1;-;1;-;-;7;1;13
"430070 ANTA GORDA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430090 ARATIBA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430110 ARROIO DOS RATOS";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430160 BAGE";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430210 BENTO GONCALVES";-;-;-;1;2;1;-;-;-;-;-;1;-;5
"430222 BOA VISTA DO CADEADO";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430225 BOA VISTA DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430270 BUTIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430280 CACAPAVA DO SUL";-;-;-;-;-;-;-;-;1;1;1;-;-;3
"430300 CACHOEIRA DO SUL";-;-;-;-;-;-;-;1;-;2;-;-;-;3
"430310 CACHOEIRINHA";-;-;-;-;-;1;-;-;1;1;1;-;-;4
"430390 CAMPO BOM";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"430440 CANELA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430460 CANOAS";2;2;-;-;-;-;-;2;1;3;-;-;-;10
"430463 CAPAO DA CANOA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430470 CARAZINHO";-;-;-;-;-;-;-;-;1;1;1;5;2;10
"430485 CARLOS GOMES";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"430500 CATUIPE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"430510 CAXIAS DO SUL";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"430512 CERRITO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430535 CHARQUEADAS";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"430540 CHIAPETTA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"430570 CONDOR";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"430580 CONSTANTINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430590 CORONEL BICACO";-;-;3;-;-;2;1;-;1;1;-;-;-;8
"430610 CRUZ ALTA";1;-;1;1;-;-;-;-;-;-;-;-;-;3
"430620 CRUZEIRO DO SUL";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430680 ENCANTADO";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"430693 ENTRE-IJUIS";-;-;-;-;-;-;-;-;1;-;2;-;1;4
"430695 ENTRE RIOS DO SUL";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"430700 ERECHIM";-;-;-;-;-;-;-;-;-;2;-;1;-;3
"430760 ESTANCIA VELHA";-;-;-;1;-;-;-;1;1;4;3;2;-;12
"430770 ESTEIO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430780 ESTRELA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430781 ESTRELA VELHA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"430807 FAZENDA VILANOVA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430825 FLORIANO PEIXOTO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"430900 GIRUA";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"430910 GRAMADO";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"430920 GRAVATAI";-;1;1;-;1;-;-;-;-;-;-;-;-;3
"430930 GUAIBA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430940 GUAPORE";-;-;-;-;-;-;2;2;2;2;3;7;-;18
"430955 HARMONIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"430960 HORIZONTINA";-;1;-;-;-;1;1;-;1;-;-;-;-;4
"430990 IBIRAIARAS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431000 IBIRUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"431020 IJUI";1;1;3;1;-;-;-;-;-;1;2;-;-;9
"431033 IMBE";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"431050 IRAI";-;-;-;-;-;-;-;-;2;-;-;1;-;3
"431090 JACUTINGA";-;-;-;2;-;-;3;4;1;8;5;1;-;24
"431140 LAJEADO";1;-;-;-;-;-;-;-;1;-;-;1;1;4
"431142 LAJEADO DO BUGRE";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"431160 LIBERATO SALZANO";-;1;-;1;-;-;2;-;-;-;-;1;-;5
"431175 MANOEL VIANA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431180 MARAU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431240 MONTENEGRO";-;1;-;-;1;-;1;5;1;-;-;-;-;9
"431275 NOVA ALVORADA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"431320 NOVA PETROPOLIS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431337 NOVA SANTA RITA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"431340 NOVO HAMBURGO";1;2;1;1;1;7;11;10;11;19;20;2;-;86
"431365 PALMARES DO SUL";1;1;-;-;-;-;-;-;-;-;-;-;-;2
"431370 PALMEIRA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431390 PANAMBI";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"431400 PARAI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"431406 PASSA SETE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431410 PASSO FUNDO";-;-;1;-;2;1;-;-;2;3;4;5;-;18
"431440 PELOTAS";-;1;1;-;-;-;-;1;-;-;-;-;-;3
"431470 PLANALTO";-;-;-;1;-;-;-;-;-;-;1;1;1;4
"431480 PORTAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431490 PORTO ALEGRE";1;-;-;1;-;-;2;-;-;-;-;-;-;4
"431540 REDENTORA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"431550 RESTINGA SECA";-;-;-;-;-;-;1;-;1;-;-;1;-;3
"431570 RIO PARDO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"431580 ROCA SALES";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"431600 ROLANTE";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431630 ROQUE GONZALES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"431640 ROSARIO DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"431642 SAGRADA FAMILIA";-;-;-;-;-;-;-;1;1;1;2;-;-;5
"431645 SALTO DO JACUI";-;-;-;-;-;-;1;2;2;1;4;-;1;11
"431675 SANTA CLARA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"431680 SANTA CRUZ DO SUL";7;-;2;2;3;1;-;-;3;1;1;1;-;21
"431690 SANTA MARIA";1;1;1;1;1;1;-;1;-;1;1;1;-;10
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;2;-;1;3
"431720 SANTA ROSA";1;-;2;-;-;-;-;1;-;-;-;1;-;5
"431750 SANTO ANGELO";1;-;-;-;-;-;-;-;2;-;-;1;-;4
"431770 SANTO ANTONIO DAS MISSOES";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"431790 SANTO CRISTO";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"431830 SAO GABRIEL";-;-;2;-;-;-;-;-;1;2;4;6;-;15
"431870 SAO LEOPOLDO";-;1;-;-;-;1;-;-;1;-;1;4;-;8
"431880 SAO LOURENCO DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"431910 SAO MARTINHO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"431912 SAO MARTINHO DA SERRA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"431990 SAPIRANGA";2;2;1;1;1;-;-;-;-;-;1;-;-;8
"432000 SAPUCAIA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"432010 SARANDI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"432020 SEBERI";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"432090 TAPEJARA";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"432120 TAQUARA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"432140 TENENTE PORTELA";-;-;-;-;-;-;1;-;-;-;-;2;-;3
"432145 TEUTONIA";-;-;-;-;2;-;-;-;1;-;2;-;-;5
"432150 TORRES";-;-;-;-;-;-;-;-;1;2;-;-;-;3
"432160 TRAMANDAI";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"432220 TUPANCIRETA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"432240 URUGUAIANA";2;-;-;-;1;-;2;-;-;-;-;-;-;5
"432252 VALE VERDE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"432260 VENANCIO AIRES";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"432270 VERA CRUZ";1;1;-;-;1;-;-;-;-;-;-;-;-;3
"432290 VIADUTOS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"432300 VIAMAO";-;1;-;-;-;-;-;-;-;-;1;2;-;4
"432340 VILA MARIA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"500025 ALCINOPOLIS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"500060 AMAMBAI";1;-;-;-;-;-;-;6;16;30;65;77;20;215
"500070 ANASTACIO";2;1;1;-;2;1;1;1;-;1;-;5;2;17
"500080 ANAURILANDIA";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"500085 ANGELICA";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"500090 ANTONIO JOAO";-;-;-;1;-;-;-;4;4;4;1;5;4;23
"500100 APARECIDA DO TABOADO";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"500150 BANDEIRANTES";-;-;-;-;-;-;-;-;1;1;2;1;-;5
"500210 BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"500215 BODOQUENA";1;-;-;-;-;-;-;-;1;-;-;-;-;2
"500220 BONITO";1;-;1;-;-;-;1;3;2;7;4;18;5;42
"500240 CAARAPO";1;1;-;2;1;3;1;2;1;-;-;-;-;12
"500270 CAMPO GRANDE";1;-;-;2;1;4;2;-;-;-;-;1;-;11
"500280 CARACOL";-;-;-;-;-;-;-;-;-;-;1;2;1;4
"500290 CASSILANDIA";-;-;-;1;-;4;-;-;1;2;1;7;1;17
"500295 CHAPADAO DO SUL";-;-;1;-;-;3;-;-;-;1;1;-;-;6
"500315 CORONEL SAPUCAIA";-;-;-;-;-;-;-;-;-;-;-;3;-;3
"500320 CORUMBA";4;-;3;6;2;2;3;4;5;8;13;19;2;71
"500325 COSTA RICA";2;3;8;7;4;4;2;8;6;7;-;-;-;51
"500345 DEODAPOLIS";-;-;-;1;1;-;-;-;-;-;-;1;1;4
"500348 DOIS IRMAOS DO BURITI";-;-;-;-;-;-;-;-;-;-;-;2;-;2
